Товарная группа;Артикул;Наименование товара;Цена;Ссылка на детальную страницу
Бумага туалетная в профессиональных рулонах;Г-091115;Бумага туалетная   Н90хD200 мм 1-сл 300 м/рул НАТУРАЛЬНО-БЕЛАЯ   ''РР''   1/6;60.09;http://almin.ru/goods/bumaga-tualetnaya-n90khd200-mm-1-sl-440-m-rul-naturalno-belaya-rr-1-6/
Бумага туалетная в профессиональных рулонах;H-5036915;Бумага туалетная   Н110хD160 мм 2-сл 120 м/рул FOCUS POINT с центр вытяжением БЕЛАЯ   ''HAYAT''   1/12;149.87;http://almin.ru/goods/bumaga-tualetnaya-n110khd160-mm-2-sl-120-m-rul-focus-point-s-tsentr-vytyazheniem-belaya-hayat-1-12/
Бумага туалетная в профессиональных рулонах;H-5036904;Бумага туалетная   Н95хD180 мм 2-сл 168 м/рул FOCUS JUMBO MINI с тиснением БЕЛАЯ   ''HAYAT''   1/12;94.56;http://almin.ru/goods/bumaga-tualetnaya-n95khd180-mm-2-sl-168-m-rul-focus-jumbo-mini-s-tsentr-vytyazheniem-belaya-hayat-1-/
Бумага туалетная в профессиональных рулонах;H-5036904а;Бумага туалетная   Н95хD180 мм 2-сл 168 м/рул FOCUS JUMBO MINI с тиснением БЕЛАЯ   ''HAYAT''   1/36;69.69;http://almin.ru/goods/bumaga-tualetnaya-n95khd180-mm-2-sl-168-m-rul-focus-jumbo-mini-s-tsentr-vytyazheniem-belaya-hayat-1--/
Бумага туалетная в профессиональных рулонах;H-5043339;Бумага туалетная   Н95хD190 мм 1-сл 350 м/рул FOCUS JUMBO MINI БЕЛАЯ   ''HAYAT''   1/12;103.19;http://almin.ru/goods/bumaga-tualetnaya-n95khd190-mm-1-sl-350-m-rul-focus-jumbo-mini-belaya-hayat-1-12/
Бумага туалетная в профессиональных рулонах;Т-120197А;Бумага туалетная   Н100хD160 мм 1-сл 200 м/рул TORK T2 UNIVERSAL НАТУРАЛЬНО-БЕЛАЯ   ''SCA''   1/12;52.14;http://almin.ru/goods/bumaga-tualetnaya-n100khd160-mm-1-sl-200-m-rul-tork-t2-universal-naturalno-belaya-sca-1-12/
Бумага туалетная в стандартных рулонах;K-112703;Бумага туалетная   2-сл 2 рул/уп KATRIN PLUS БЕЛАЯ   ''SAGA''   1/20;74.54;http://almin.ru/goods/bumaga-tualetnaya-katrin-plus-2-sl-2-rul-up-belaya-mt-1-20/
Бумага туалетная в стандартных рулонах;KC-8517;Бумага туалетная   2-сл 6 рул/уп SCOTT БЕЛАЯ   ''KIMBERLY-CLARK''   1/6;390.78;http://almin.ru/goods/bumaga-tualetnaya-2-sl-6-rul-up-scott-belaya-kimberly-clark-1-6/
Бумага туалетная в стандартных рулонах;KC-8440;Бумага туалетная   3-сл 6 рул/уп KLEENEX с голубым тиснением БЕЛАЯ   ''KIMBERLY-CLARK''   1/6;400.41;http://almin.ru/goods/bumaga-tualetnaya-3-sl-6-rul-up-kleenex-s-golubym-tisneniem-belaya-kimberly-clark-1-6/
Бумага туалетная в стандартных рулонах;Г-290512;Бумага туалетная   1-сл 57 м/рул ХИТ 100 СЕРАЯ   ''РР''   1/40;7.77;http://almin.ru/goods/bumaga-tualetnaya-1-sl-khit100-seraya-rr-1-40/
Бумага туалетная в стандартных рулонах;Г-300612;Бумага туалетная   1-сл 36 м/рул ХИТ ЭКОНОМ СЕРАЯ   ''РР''   1/60;5.18;http://almin.ru/goods/bumaga-tualetnaya-1-sl-khit-66-seraya-rr-1-60/
Бумага туалетная в стандартных рулонах;Г-310512А;Бумага туалетная   1-сл 45 м/рул ХИТ 77 СЕРАЯ   ''РР''   1/48;5.92;http://almin.ru/goods/bumaga-tualetnaya-1-sl-khit-77-seraya-rr-1-48/
Бумага туалетная в стандартных рулонах;KC-8559;Бумага туалетная   2-сл 4 рул/уп SCOTT БЕЛАЯ   ''KIMBERLY-CLARK''   1/24;76.43;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-scott-belaya-kimberly-clark-1-24/
Бумага туалетная в стандартных рулонах;KC-8449;Бумага туалетная   2-сл 4 рул/уп KLEENEX БЕЛАЯ   ''KIMBERLY-CLARK''   1/24;87.96;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-kleenex-belaya-kimberly-clark-1-24/
Бумага туалетная в стандартных рулонах;Г-081214;Бумага туалетная   2-сл 4 рул/уп ХИТ SOFT БЕЛАЯ   ''РР''   1/12;41.29;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-khit-soft-belaya-rr-1-12/
Бумага туалетная в стандартных рулонах;H-5031372;Бумага туалетная   4-сл 8 рул/уп PAPIA DELUXE с тиснением БЕЛАЯ   ''HAYAT''   1/7;311.07;http://almin.ru/goods/bumaga-tualetnaya-4-sl-8-rul-up-papia-deluxe-s-tisneniem-belaya-hayat-1-7/
Бумага туалетная в стандартных рулонах;H-5031371;Бумага туалетная   4-сл 4 рул/уп PAPIA DELUXE с тиснением БЕЛАЯ   ''HAYAT''   1/14;163.70;http://almin.ru/goods/bumaga-tualetnaya-4-sl-4-rul-up-papia-deluxe-s-tisneniem-belaya-hayat-1-14/
Бумага туалетная в стандартных рулонах;H-5031373;Бумага туалетная   4-сл 4 рул/уп PAPIA DELUXE DOLCE VITA с тиснением БЕЛАЯ   ''HAYAT''   1/14;163.70;http://almin.ru/goods/bumaga-tualetnaya-4-sl-4-rul-up-papia-deluxe-dolce-vita-s-tisneniem-belaya-hayat-1-14/
Бумага туалетная в стандартных рулонах;H-5031374;Бумага туалетная   3-сл 4 рул/уп PAPIA с тиснением БЕЛАЯ   ''HAYAT''   1/14;92.66;http://almin.ru/goods/bumaga-tualetnaya-3-sl-4-rul-up-papia-s-tisneniem-belaya-hayat-1-14/
Бумага туалетная в стандартных рулонах;H-5031375;Бумага туалетная   3-сл 4 рул/уп PAPIA ЦВЕТЫ БАЛИ с тиснением БЕЛАЯ   ''HAYAT''   1/14;92.66;http://almin.ru/goods/bumaga-tualetnaya-3-sl-4-rul-up-papia-tsvety-bali-s-tisneniem-belaya-hayat-1-14/
Бумага туалетная в стандартных рулонах;H-5031376;Бумага туалетная   3-сл 4 рул/уп PAPIA КЛУБНИЧНАЯ МЕЧТА с тиснением БЕЛАЯ   ''HAYAT''   1/14;92.66;http://almin.ru/goods/bumaga-tualetnaya-3-sl-4-rul-up-papia-klubnichnaya-mechta-s-tisneniem-belaya-hayat-1-14/
Бумага туалетная в стандартных рулонах;H-5031377;Бумага туалетная   3-сл 4 рул/уп PAPIA ВАНИЛЬНОЕ НЕБО с тиснением БЕЛАЯ   ''HAYAT''   1/14;92.66;http://almin.ru/goods/bumaga-tualetnaya-3-sl-4-rul-up-papia-vanilnoe-nebo-s-tisneniem-belaya-hayat-1-14/
Бумага туалетная в стандартных рулонах;H-5031378;Бумага туалетная   3-сл 8 рул/уп PAPIA с тиснением БЕЛАЯ   ''HAYAT''   1/7;182.04;http://almin.ru/goods/bumaga-tualetnaya-3-sl-8-rul-up-papia-s-tisneniem-belaya-hayat-1-7/
Бумага туалетная в стандартных рулонах;H-5031379;Бумага туалетная   3-сл 8 рул/уп PAPIA ЦВЕТЫ БАЛИ с тиснением БЕЛАЯ   ''HAYAT''   1/7;188.49;http://almin.ru/goods/bumaga-tualetnaya-3-sl-8-rul-up-papia-tsvety-bali-s-tisneniem-belaya-hayat-1-7/
Бумага туалетная в стандартных рулонах;H-5031380;Бумага туалетная   3-сл 12 рул/уп PAPIA с тиснением БЕЛАЯ   ''HAYAT''   1/7;273.47;http://almin.ru/goods/bumaga-tualetnaya-3-sl-12-rul-up-papia-s-tisneniem-belaya-hayat-1-7/
Бумага туалетная в стандартных рулонах;H-5031383;Бумага туалетная   2-сл 4 рул/уп FAMILIA PLUS ЯБЛОКО с тиснением БЕЛАЯ   ''HAYAT''   1/16;77.07;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-familia-plus-yabloko-s-tisneniem-belaya-hayat-1-14/
Бумага туалетная в стандартных рулонах;H-5031384;Бумага туалетная   2-сл 4 рул/уп FAMILIA PLUS РОМАШКА с тиснением БЕЛАЯ   ''HAYAT''   1/14;74.52;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-familia-plus-romashka-s-tisneniem-belaya-hayat-1-14/
Бумага туалетная в стандартных рулонах;H-5031385;Бумага туалетная   2-сл 8 рул/уп FAMILIA PLUS с тиснением БЕЛАЯ   ''HAYAT''   1/6;141.62;http://almin.ru/goods/bumaga-tualetnaya-2-sl-8-rul-up-familia-plus-s-tisneniem-belaya-hayat-1-6/
Бумага туалетная в стандартных рулонах;H-5031386;Бумага туалетная   2-сл 8 рул/уп FAMILIA PLUS РОМАШКА с тиснением БЕЛАЯ   ''HAYAT''   1/6;141.62;http://almin.ru/goods/bumaga-tualetnaya-2-sl-8-rul-up-familia-plus-romashka-s-tisneniem-belaya-hayat-1-6/
Бумага туалетная в стандартных рулонах;H-5031389;Бумага туалетная   2-сл 8 рул/уп FAMILIA с тиснением БЕЛАЯ   ''HAYAT''   1/6;131.52;http://almin.ru/goods/bumaga-tualetnaya-2-sl-8-rul-up-familia-s-tisneniem-belaya-hayat-1-6/
Бумага туалетная в стандартных рулонах;Г-270715;Бумага туалетная   2-сл 8 рул/уп LAMA БЕЛАЯ   ''КБФ''   1/6;125.33;http://almin.ru/goods/bumaga-tualetnaya-2-sl-8-rul-up-lama-belaya-kbf-1-6/
Бумага туалетная в стандартных рулонах;Г-880071;Бумага туалетная   2-сл 4 рул/уп JOY ЗЕЛЕНАЯ   ''КБФ''   1/12;63.31;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-joy-zelenaya-kbf-1-12/
Бумага туалетная в стандартных рулонах;Г-880101;Бумага туалетная   2-сл 4 рул/уп LAMA ЗЕЛЕНАЯ   ''КБФ''   1/12;62.66;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-lama-zelenaya-kbf-1-12/
Бумага туалетная в стандартных рулонах;Г-880149;Бумага туалетная   1-сл 4 рул/уп JOY эконом БЕЛАЯ   ''КБФ''   1/12;38.75;http://almin.ru/goods/bumaga-tualetnaya-1-sl-4-rul-up-joy-ekonom-belaya-kbf-1-12/
Бумага туалетная в стандартных рулонах;Т-120320;Бумага туалетная   2-сл 8 рул/уп TORK T4 PREMIUM БЕЛАЯ   ''SCA''   1/12;142.80;http://almin.ru/goods/bumaga-tualetnaya-2-sl-8-rul-up-tork-premium-s-tisneniem-belaya-sca-1-12/
Бумага туалетная в стандартных рулонах;Г-250714а;Бумага туалетная   1-сл 54 м/рул МЯГКИЙ ЗНАК БЕЛАЯ   ''СЦБК''   1/72;13.17;http://almin.ru/goods/bumaga-tualetnaya-1-sl-54-m-rul-myagkiy-znak-belaya-stsbk-1-72/
Бумага туалетная в стандартных рулонах;Г-24044;Бумага туалетная   4-сл 4 рул/уп HEARTTEX БЕЛАЯ   ''T''   1/10;307.84;http://almin.ru/goods/bumaga-tualetnaya-4-sl-4-rul-up-hearttex-belaya-1-10/
Бумага туалетная в стандартных рулонах;Г-24043;Бумага туалетная   3-сл 4 рул/уп HEARTTEX БЕЛАЯ   ''T''   1/10;300.74;http://almin.ru/goods/bumaga-tualetnaya-3-sl-4-rul-up-hearttex-belaya-1-10/
Бумага туалетная в стандартных рулонах;Н-5036755;Бумага туалетная   2-сл 4 рул/уп FAMILIA PLUS с тиснением БЕЛАЯ   ''HAYAT''   1/16;74.54;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-familia-plus-s-tisneniem-belaya-hayat-1-16/
Бумага туалетная в стандартных рулонах;H-5036748;Бумага туалетная   2-сл 4 рул/уп FAMILIA с тиснением БЕЛАЯ   ''HAYAT''   1/16;66.95;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-familia-s-tisneniem-belaya-hayat-1-16/
Бумага туалетная в стандартных рулонах;KC-8475;Бумага туалетная   2-сл 4 рул/уп KLEENEX ULTRA БЕЛАЯ   ''KIMBERLY-CLARK''   1/10;281.19;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-kleenex-ultra-belaya-kimberly-clark-1-10/
Бумага туалетная в стандартных рулонах;H-5036770;Бумага туалетная   2-сл 4 рул/уп FOCUS OPTIMUM с тиснением БЕЛАЯ   ''HAYAT''   1/14;49.91;http://almin.ru/goods/bumaga-tualetnaya-2-sl-4-rul-up-focus-optimum-s-tisneniem-belaya-hayat-1-14/
Бумага туалетная в стандартных рулонах;H-5036766;Бумага туалетная   4-сл 4 рул/уп PAPIA ROYAL EDITION с тиснением БЕЛАЯ   ''HAYAT''   1/12;165.77;http://almin.ru/goods/bumaga-tualetnaya-4-sl-4-rul-up-papia-royal-edition-s-tisneniem-belaya-hayat-1-12/
Бумага туалетная в стандартных рулонах;H-5036893;Бумага туалетная   2-сл 8 рул/уп FOCUS ECONOMIC CHOICE с тиснением БЕЛАЯ   ''HAYAT''   1/6;82.82;http://almin.ru/goods/bumaga-tualetnaya-2-sl-8-rul-up-focus-economic-choice-s-tisneniem-belaya-hayat-1-6/
